,punto de entrada,formulario,NIT,Razón social de la sociedad,Fecha de Corte,Clasificación Industrial Internacional Uniforme Versión 4 A.C,Tipo societario,Dirección de notificación judicial registrada en Cámara de Comercio,Departamento de la dirección del domicilio,Ciudad de la dirección del domicilio,Periodo,Efectivo y equivalentes al efectivo,Cuentas comerciales por cobrar y otras cuentas por cobrar corrientes,Inventarios corrientes,"Activos por impuestos corrientes, corriente",Activos biológicos corrientes,Otros activos financieros corrientes,Otros activos no financieros corrientes,Activos corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo dicha garantía colateral,Total activos corrientes distintos de los activos no corrientes o grupo de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos corrientes totales,Propiedad de inversión,"Propiedades, planta y equipo",Plusvalía,Activos intangibles distintos de la plusvalía,Inversiones contabilizadas utilizando el método de la participación,Activos biológicos no corrientes,Cuentas comerciales por cobrar y otras cuentas por cobrar no corrientes,Inventarios no corrientes,Activos por impuestos diferidos,"Activos por impuestos corrientes, no corriente",Otros activos financieros no corrientes,Otros activos no financieros no corrientes,Activos no corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo la garantía colateral,Total de activos no corrientes,Total de activos,Provisiones corrientes por beneficios a los empleados,Otras provisiones corrientes,Total provisiones corrientes,Cuentas por pagar comerciales y otras cuentas por pagar,Pasivos por impuestos corrientes corriente,Otros pasivos financieros corrientes,Otros pasivos no financieros corrientes,Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos corrientes totales,Provisiones no corrientes por beneficios a los empleados,Otras provisiones no corrientes,Total provisiones no corrientes,Cuentas comerciales por pagar y otras cuentas por pagar no corrientes,Pasivo por impuestos diferidos,Pasivos por impuestos corrientes no corriente,Otros pasivos financieros no corrientes,Otros pasivos no financieros no corrientes,Total de pasivos no corrientes,Total pasivos,Capital emitido,Prima de emisión,Acciones propias en cartera,Inversión suplementaria al capital asignado,Otras participaciones en el patrimonio,Superavit por revaluación,Otras reservas,Ganancias acumuladas,Total patrimonio atribuible a propietarios de la controladora,Participaciones no controladoras,Patrimonio total,Total de patrimonio y pasivos
34,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890319193,SISTEMAS DE INFORMACION EMPRESARIAL SA,2018-12-31,"J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",01. SOCIEDAD ANÓNIMA,AV 3AN 26N 83,VALLE,CALI-VALLE,Periodo Actual,5222192,28454238,761182,5201683,,,,,39639295,,39639295,,1715914,13718724,,,,,,,,685940,3707060,,19827638,59466933,4944185,,4944185,3577040,11055447,,4279592,23856264,,23856264,,,,,224641,,,17730811,17955452,41811716,450000,,,,1425957,,225000,13058231,15159188,2496029,17655217,59466933
35,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890319193,SISTEMAS DE INFORMACION EMPRESARIAL SA,2018-12-31,"J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",01. SOCIEDAD ANÓNIMA,AV 3AN 26N 83,VALLE,CALI-VALLE,Periodo Anterior,5007021,21997378,1376586,1512797,,,,,29893782,,29893782,,1837509,13218724,,,,,,,,381459,3856732,,19294424,49188206,5138650,,5138650,2231901,4895732,,3855160,16121443,,16121443,,,,,298750,,,14413479,14712229,30833672,450000,,,,707233,,225000,14244868,15627101,2727433,18354534,49188206
36,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890320250,COLOMBIANA DE MOLDEADOS SAS,2018-12-31,"C1702 - Fabricación de papel y cartón ondulado (corrugado); fabricación de envases, empaques y de embalajes de papel y cartón",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,KM 1.5 VIA BUGA BUENAVENTURA,VALLE,BUGA-VALLE,Periodo Actual,1885890,16587798,6487881,1420140,,,466442,,26848151,,26848151,,89668883,,27339,,,,,,,,,,89696222,116544373,1168013,,1168013,8415267,4669545,14986325,13683,29252833,,29252833,291581,,291581,,10975534,,19359146,,30626261,59879094,7845550,7990941,,,,2712285,18315826,19797427,56662029,3250,56665279,116544373
37,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890320250,COLOMBIANA DE MOLDEADOS SAS,2018-12-31,"C1702 - Fabricación de papel y cartón ondulado (corrugado); fabricación de envases, empaques y de embalajes de papel y cartón",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,KM 1.5 VIA BUGA BUENAVENTURA,VALLE,BUGA-VALLE,Periodo Anterior,5161405,12228972,5548114,1116824,,,74200,,24129515,,24129515,,83248934,,76185,,,,,,,,,,83325119,107454634,852879,,852879,10700403,2947806,8765453,12755,23279296,,23279296,249274,,249274,,9510008,27134345,,,36893627,60172923,7845550,7990941,,,,,15085444,16356792,47278727,2984,47281711,107454634
38,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890320974,GESTA & CIA S.A.S,2018-12-31,K6613 - Otras actividades relacionadas con el mercado de valores,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,calle 15 # 29 69,VALLE,YUMBO-VALLE,Periodo Actual,1002424,77457863,52568979,10498482,,,467064,,141994812,,141994812,,221477421,,7453556,,,38751233,,,,,285867,,267968077,409962889,,,,71195741,5380437,47607503,3700371,127884052,,127884052,,,,,24581157,,60280999,,84862156,212746208,1649992,110926122,,,,581804,43278112,-27305747,129130283,68086398,197216681,409962889
39,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890320974,GESTA & CIA S.A.S,2018-12-31,K6613 - Otras actividades relacionadas con el mercado de valores,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,calle 15 # 29 69,VALLE,YUMBO-VALLE,Periodo Anterior,3101883,63029072,40264310,10728117,,,502121,,117625503,,117625503,,191528777,,7877025,,,34911270,,,,,283015,,234600087,352225590,,,,57256624,1870595,38573359,3063925,100764503,,100764503,,,,,19184937,,68659876,,87844813,188609316,1649992,95293598,,,,,41750497,-31887903,106806184,56810090,163616274,352225590
40,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890321213,PRODUCTORA NACIONAL AVICOLA S.A.,2018-12-31,A0145 - Cría de aves de corral,01. SOCIEDAD ANÓNIMA,KM 8 VIA BUGA-BUENAVENTURA,VALLE,YOTOCO-VALLE,Periodo Actual,343453,8019452,4299140,2519640,0,3817179,,,18998864,,18998864,,78995256,,,3365999,13692535,,,,,42295,,,96096085,115094949,,,,26970840,989938,8475981,,36436759,,36436759,,,,33798222,8722018,,,,42520240,78956999,6496292,63000,,,,,6110303,23468355,36137950,0,36137950,115094949
41,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890321213,PRODUCTORA NACIONAL AVICOLA S.A.,2018-12-31,A0145 - Cría de aves de corral,01. SOCIEDAD ANÓNIMA,KM 8 VIA BUGA-BUENAVENTURA,VALLE,YOTOCO-VALLE,Periodo Anterior,380209,7781630,3842159,3238391,,80752,,,15323141,,15323141,,77627340,,,3953747,13314352,,,,,42316,,,94937755,110260896,,,,31090228,653855,4137247,,35881330,,35881330,,,,29774494,8056566,,,,37831060,73712390,6496292,63000,,,,,5664647,24324567,36548506,0,36548506,110260896
42,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890321924,CINTAS ANDINAS DE COLOMBIA S.A.,2018-12-31,C3290 - Otras industrias manufactureras n.c.p.,01. SOCIEDAD ANÓNIMA,CARRERA 2 # 37-50,VALLE,CALI-VALLE,Periodo Actual,559396,10499473,9454846,2189333,,23750,,,22726798,,22726798,,20772684,,,,,,,945631,,4904,,,21723219,44450017,949364,,949364,6591598,883074,2661182,37049,11122267,,11122267,,,,,922985,,17874365,,18797350,29919617,4215654,,,,9092834,,748938,472974,14530400,,14530400,44450017
43,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890321924,CINTAS ANDINAS DE COLOMBIA S.A.,2018-12-31,C3290 - Otras industrias manufactureras n.c.p.,01. SOCIEDAD ANÓNIMA,CARRERA 2 # 37-50,VALLE,CALI-VALLE,Periodo Anterior,868328,8884259,9179780,1267600,,191901,,,20391868,,20391868,,21466103,,,,,,,1731128,,,,,23197231,43589099,691460,,691460,4198720,930282,2213440,61274,8095176,,8095176,,,,,1219594,,20221579,,21441173,29536349,4215654,,,,9423424,,701969,-288297,14052750,,14052750,43589099
44,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890322007,QUIMPAC DE COLOMBIA S.A,2018-12-31,C2011 - Fabricación de sustancias y productos químicos básicos,01. SOCIEDAD ANÓNIMA,km 13 autopista Yumbo aeropuerto,VALLE,PALMIRA-VALLE,Periodo Actual,3438039,88850631,36712329,,,834235,,,129835234,1760690,131595924,2593962,235365429,18668834,13929000,17635655,,2258652,,,,,,,290451532,422047456,1850717,1997223,3847940,46863723,4658063,30162841,,85532567,,85532567,,,,,27170538,,145997918,,173168456,258701023,7730357,,,,,73772180,14973835,66870061,163346433,,163346433,422047456
45,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890322007,QUIMPAC DE COLOMBIA S.A,2018-12-31,C2011 - Fabricación de sustancias y productos químicos básicos,01. SOCIEDAD ANÓNIMA,km 13 autopista Yumbo aeropuerto,VALLE,PALMIRA-VALLE,Periodo Anterior,4008299,97623188,38997006,,,1555660,,,142184153,,142184153,2867234,212194753,18668834,13929000,14989148,,,,,,,,,262648969,404833122,1445927,2163619,3609546,57180250,9927442,24751178,,95468416,,95468416,,,,,27893779,,130757928,,158651707,254120123,7730357,,,,,63539369,16840174,62603099,150712999,,150712999,404833122
46,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890401608,INDUSTRIAS ASTIVIK SA,2018-12-31,C3011 - Construcción de barcos y de estructuras flotantes,01. SOCIEDAD ANÓNIMA,"ALBORNOZ, VIA MAMONAL, KM 3",BOLIVAR,CARTAGENA-BOLIVAR,Periodo Actual,266011,3653436,3352989,4251688,,262452,379765,,12166341,,12166341,2118752,58580961,,117410,,,353496,,1016710,,,,,62187329,74353670,576582,,576582,3367174,1316703,1283903,1411211,7955573,,7955573,,1163078,1163078,,7427636,,,,8590714,16546287,32002,2501259,,,,15568517,17911806,21820722,57834306,-26923,57807383,74353670
47,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890401608,INDUSTRIAS ASTIVIK SA,2018-12-31,C3011 - Construcción de barcos y de estructuras flotantes,01. SOCIEDAD ANÓNIMA,"ALBORNOZ, VIA MAMONAL, KM 3",BOLIVAR,CARTAGENA-BOLIVAR,Periodo Anterior,2166114,5258277,709053,2544811,,891754,438872,,12008881,,12008881,1190700,58842233,,113577,,,346972,,1657331,,,,,62150813,74159694,385917,,385917,3480966,933911,3260357,2054141,10115292,,10115292,,1022634,1022634,,7610181,,,,8632815,18748107,32002,3846517,,,,12347045,18545373,20393572,55164509,247078,55411587,74159694
48,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890504378,ORGANIZACION LA ESPERANZA SA,2018-12-31,S9603 - Pompas fúnebres y actividades relacionadas,01. SOCIEDAD ANÓNIMA,DIAGONAL SANTANDER 8-93,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,Periodo Actual,341984,4867723,140671,467638,,,22716,,5840732,,5840732,,26815715,,15973,13000,,635240,,4639662,,7758590,,,39878180,45718912,780845,,780845,1335355,312497,277356,6911932,9617985,,9617985,161233,33576,194809,,4361229,,221453,25504303,30281794,39899779,450000,,,,,,269227,5099906,5819133,,5819133,45718912
49,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890504378,ORGANIZACION LA ESPERANZA SA,2018-12-31,S9603 - Pompas fúnebres y actividades relacionadas,01. SOCIEDAD ANÓNIMA,DIAGONAL SANTANDER 8-93,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,Periodo Anterior,297691,5725467,164480,587845,,,106172,,6881655,,6881655,,26472252,,19636,2600,,1527735,,4667341,,7960607,,,40650171,47531826,773910,,773910,1239076,641918,347804,6682119,9684827,,9684827,172466,318371,490837,,4319696,,378029,26932954,32121516,41806343,450000,,,,,,269227,5006256,5725483,,5725483,47531826
50,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890704021,ORGANIZACION PAJONALES SAS,2018-12-31,A0112 - Cultivo de arroz,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CRA 5 29 32 CC LA QUINTA OF 292,TOLIMA,IBAGUE-TOLIMA,Periodo Actual,428417,4077558,13966578,662963,7632577,856327,192686,,27817106,,27817106,,183165278,,,,46769419,,,,,40827,579600,,230555124,258372230,2697788,,2697788,8527582,277471,30341892,541429,42386162,,42386162,5320438,200000,5520438,,7999520,,42967113,,56487071,98873233,42928718,88118001,,,651111,,5839000,15130393,152667223,6831774,159498997,258372230
51,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890704021,ORGANIZACION PAJONALES SAS,2018-12-31,A0112 - Cultivo de arroz,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CRA 5 29 32 CC LA QUINTA OF 292,TOLIMA,IBAGUE-TOLIMA,Periodo Anterior,1401139,6656357,13647267,1071184,6127884,10342762,288973,,39535566,,39535566,,178378667,,,,29171867,,,,,43428,578820,,208172782,247708348,2242447,,2242447,7198107,280317,32441448,26651,42188970,,42188970,5306703,188870,5495573,,9868923,,55416674,,70781170,112970140,21058709,88118001,,,907732,,5619137,12313884,128017463,6720745,134738208,247708348
52,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890800148,ETEX COLOMBIA S.A.,2018-12-31,"C2394 - Fabricación de cemento, cal y yeso",01. SOCIEDAD ANÓNIMA,PARQUE INDUSTRIAL JUANCHITO - MALTERIA,CALDAS,MANIZALES-CALDAS,Periodo Actual,9077589,52829327,51186642,,,,10349244,,123442802,,123442802,,122255867,,1445330,,,,,2241833,,,768760,,126711790,250154592,,,,41784035,7667008,97538,4742898,54291479,,54291479,,1051404,1051404,,9800112,,,,10851516,65142995,15006343,,,,,,13085400,91090271,119182014,65829583,185011597,250154592
53,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890800148,ETEX COLOMBIA S.A.,2018-12-31,"C2394 - Fabricación de cemento, cal y yeso",01. SOCIEDAD ANÓNIMA,PARQUE INDUSTRIAL JUANCHITO - MALTERIA,CALDAS,MANIZALES-CALDAS,Periodo Anterior,2920845,52715687,51717760,,,,6686743,,114041035,,114041035,,125127114,,1437187,,,,,2178664,,,769010,,129511975,243553010,,,,42406833,6544837,26611371,5302718,80865759,,80865759,,170000,170000,,8875001,,,,9045001,89910760,15006343,,,,,,13085400,84013652,112105395,41536855,153642250,243553010
54,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890800467,HADA S.A.,2018-12-31,"C2023 - Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",01. SOCIEDAD ANÓNIMA,CRA 21 64A 33 P 9 Y 15,CALDAS,MANIZALES-CALDAS,Periodo Actual,1424679,24125901,26051485,8081878,,2470494,862093,,63016530,,63016530,7591220,51700699,,3250962,,,,,,,,,,62542881,125559411,,1232743,1232743,32082848,6978394,2474672,,42768657,,42768657,,240878,240878,5876974,,5844006,19966145,,31928003,74696660,12408832,5222,,,,12823634,16466348,5473567,47177603,3685148,50862751,125559411
55,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890800467,HADA S.A.,2018-12-31,"C2023 - Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",01. SOCIEDAD ANÓNIMA,CRA 21 64A 33 P 9 Y 15,CALDAS,MANIZALES-CALDAS,Periodo Anterior,4161306,30683054,29910331,11189647,,1066297,5539084,,82549719,,82549719,4471877,46702735,,4610000,,,,,,,,,,55784612,138334331,,673372,673372,44000051,4837224,6709546,,56220193,,56220193,,102620,102620,4450000,,5856099,24442136,,34850855,91071048,12408832,5222,,,,16110863,2697579,13002159,44224655,3038628,47263283,138334331
56,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890802586,ARME S.A.,2018-12-31,C2599 - Fabricación de otros productos elaborados de metal n.c.p.,01. SOCIEDAD ANÓNIMA,KM 2 SECTOR EL LAGO VIA PALESTINA,CALDAS,CHINCHINA-CALDAS,Periodo Actual,1474484,29429369,35669351,,,,,,66573204,,66573204,,33804317,,839,3422309,,,,,,,3455,,37230920,103804124,,,,27182950,3200719,28180415,1666534,60230618,,60230618,,,,,388206,,12184624,,12572830,72803448,9000000,,,,308847,1159228,2640868,17275224,30384167,616509,31000676,103804124
57,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890802586,ARME S.A.,2018-12-31,C2599 - Fabricación de otros productos elaborados de metal n.c.p.,01. SOCIEDAD ANÓNIMA,KM 2 SECTOR EL LAGO VIA PALESTINA,CALDAS,CHINCHINA-CALDAS,Periodo Anterior,4232949,25169706,31061491,5103780,,,,,65567926,,65567926,,35595005,,12414,3065576,,,,,,,3455,,38676450,104244376,,,,17293111,2510321,47216219,1822093,68841744,,68841744,,,,,349791,,3958334,,4308125,73149869,9000000,,,,,1159228,2542388,17838708,30540324,554183,31094507,104244376
58,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890803003,JARDINES DE LA ESPERANZA,2018-12-31,S9603 - Pompas fúnebres y actividades relacionadas,01. SOCIEDAD ANÓNIMA,CL 50 24 05 VERSALLES,CALDAS,MANIZALES-CALDAS,Periodo Actual,354178,4132938,594680,,,,,,5081796,,5081796,,15083171,,,3767130,,1902800,,170742,,,,,20923843,26005639,115823,,115823,467635,,1592894,1520388,3696740,,3696740,,,,6131283,1225535,,,,7356818,11053558,225541,417820,,,11854542,,1616700,837478,14952081,,14952081,26005639
59,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890803003,JARDINES DE LA ESPERANZA,2018-12-31,S9603 - Pompas fúnebres y actividades relacionadas,01. SOCIEDAD ANÓNIMA,CL 50 24 05 VERSALLES,CALDAS,MANIZALES-CALDAS,Periodo Anterior,304419,7291964,551291,,,,,,8147674,,8147674,,15350425,,,3910329,,7544705,,,,,,,26805459,34953133,108064,,108064,634729,136756,2286702,4417111,7583362,,7583362,,,,10938245,1378716,,,,12316961,19900323,225541,15317,,,11793862,,1616700,1401390,15052810,,15052810,34953133
60,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890900016,AGENCIA DE AUTOMOVILES SA,2018-12-31,G4511 - Comercio de vehículos automotores nuevos,01. SOCIEDAD ANÓNIMA,CARRERA 50 No. 38 35,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Periodo Actual,2914502,14616228,16165548,,,,153239,,33849517,4161462,38010979,8031951,42000876,,392045,,,297684,,503547,,9758209,,,60984312,98995291,801807,,801807,2569574,3709968,19168607,1914939,28164895,,28164895,540092,,540092,,1322347,,15909676,,17772115,45937010,1418959,961102,,,,12312465,10481651,27884104,53058281,,53058281,98995291
61,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890900016,AGENCIA DE AUTOMOVILES SA,2018-12-31,G4511 - Comercio de vehículos automotores nuevos,01. SOCIEDAD ANÓNIMA,CARRERA 50 No. 38 35,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Periodo Anterior,3389946,19412294,26282258,,,,633595,,49718093,4161462,53879555,8031951,42112628,,498829,,,288200,,585241,,12582903,,,64099752,117979307,801596,31164,832760,5642608,1580289,39233354,457464,47746475,,47746475,616519,,616519,,1336762,,12242002,,14195283,61941758,1418959,961102,,,,15137159,5311931,33208398,56037549,,56037549,117979307
62,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890900118,CRISTALERIA PELDAR S.A,2018-12-31,C2310 - Fabricación de vidrio y productos de vidrio,01. SOCIEDAD ANÓNIMA,CR 48 N° 32 B SUR 139 P 11,ANTIOQUIA,ENVIGADO-ANTIOQUIA,Periodo Actual,103809310,115124629,113349598,3876487,,1116067,,,337276091,,337276091,344589,553956128,,16763386,1849370,,732925,,20841144,,53781100,,,648268642,985544733,9619906,25741590,35361496,191798350,37411240,40593762,945449,306110297,,306110297,80946149,3570870,84517019,,57113342,,1802231,,143432592,449542889,36840,174266,,,,,166435781,369354957,536001844,,536001844,985544733
63,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890900118,CRISTALERIA PELDAR S.A,2018-12-31,C2310 - Fabricación de vidrio y productos de vidrio,01. SOCIEDAD ANÓNIMA,CR 48 N° 32 B SUR 139 P 11,ANTIOQUIA,ENVIGADO-ANTIOQUIA,Periodo Anterior,116363261,116788962,111206877,4165767,,668342,,,349193209,,349193209,344589,460179881,,18845576,1412768,,747288,,23107017,,52155434,,,556792553,905985762,9209455,29533306,38742761,150094130,55062119,181887,868214,244949111,,244949111,81638666,4802632,86441298,,75273065,,1840875,,163555238,408504349,36840,174266,,,,,161065169,336205138,497481413,,497481413,905985762
64,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890900135,AVICOLA COLOMBIANA S.A. AVICOL,2018-12-31,A0145 - Cría de aves de corral,01. SOCIEDAD ANÓNIMA,CR 66 A 41 20,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,1596654,14105296,6501342,3144891,23967450,,8256229,,57571862,,57571862,70000,70215130,,,,,767708,,,,,,,71052838,128624700,1622310,35886,1658196,12666405,6070294,15931273,560526,36886694,,36886694,383940,702,384642,,4865199,,6546771,,11796612,48683306,11156594,,,,,23473397,34700881,10610522,79941394,,79941394,128624700
65,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890900135,AVICOLA COLOMBIANA S.A. AVICOL,2018-12-31,A0145 - Cría de aves de corral,01. SOCIEDAD ANÓNIMA,CR 66 A 41 20,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,1131326,10510943,6206293,,24627766,4668113,172624,,47317065,,47317065,70000,66658144,,,,,647849,,,,,,,67375993,114693058,1593753,35886,1629639,14212490,4677341,14680465,1674924,36874859,,36874859,317650,681,318331,,2288790,,3096881,,5704002,42578861,11156594,,,,,23256722,29569115,8131766,72114197,,72114197,114693058
66,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890900267,PRODUCTORA Y COMERCIALIZADORA ODONTOLOGICA NEW STETIC.S.A.,2018-12-31,"C3250 - Fabricación de instrumentos, aparatos y materiales médicos y odontológicos (incluido mobiliario)",01. SOCIEDAD ANÓNIMA,CRA 53 CL 50 09,ANTIOQUIA,GUARNE-ANTIOQUIA,Periodo Actual,1838182,22436226,20062106,766039,,2296029,,,47398582,,47398582,,48535745,,721201,,,7155023,,1538011,,,,,57949980,105348562,102622,,102622,11527829,1115621,13834482,2432036,29012590,,29012590,193721,,193721,858684,3313022,,38419832,,42785259,71797849,18421598,,,,,,1700249,13428866,33550713,,33550713,105348562
67,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890900267,PRODUCTORA Y COMERCIALIZADORA ODONTOLOGICA NEW STETIC.S.A.,2018-12-31,"C3250 - Fabricación de instrumentos, aparatos y materiales médicos y odontológicos (incluido mobiliario)",01. SOCIEDAD ANÓNIMA,CRA 53 CL 50 09,ANTIOQUIA,GUARNE-ANTIOQUIA,Periodo Anterior,1404893,26204523,22410278,1932446,,1859072,,,53811212,,53811212,,49768253,,663779,,,,,833051,,87117,,,51352200,105163412,10156,,10156,9359333,393690,13921686,2220436,25905301,,25905301,162361,,162361,583815,4107122,,38662006,,43515304,69420605,18421598,,,,,,3482590,13838619,35742807,,35742807,105163412
68,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890900291,SOLLA S.A.,2018-12-31,C1090 - Elaboración de alimentos preparados para animales,01. SOCIEDAD ANÓNIMA,Crr 42 # 33-80,ANTIOQUIA,ITAGUI-ANTIOQUIA,Periodo Actual,14554120,99762008,157408263,55319305,40396663,19299453,,,386739812,,386739812,7383797,311265362,53403595,15871497,,9613243,6544287,,1484315,,,,,405566096,792305908,10349969,,10349969,115900550,12679707,243781363,2843153,385554742,,385554742,3237536,,3237536,,31195737,,156567820,,191001093,576555835,6071005,,,,,,130338840,88296409,224706254,-8956181,215750073,792305908
