,punto de entrada,formulario,NIT,Razón social de la sociedad,Fecha de Corte,Clasificación Industrial Internacional Uniforme Versión 4 A.C (CIIU),Tipo societario,Dirección de notificación judicial registrada en Cámara de Comercio,Departamento de la dirección del domicilio,Ciudad de la dirección del domicilio,Periodo,Efectivo y equivalentes al efectivo,Cuentas comerciales por cobrar y otras cuentas por cobrar corrientes,Inventarios corrientes,"Activos por impuestos corrientes, corriente",Activos biológicos corrientes,Otros activos financieros corrientes,Otros activos no financieros corrientes,Activos corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo dicha garantía colateral,Total activos corrientes distintos de los activos no corrientes o grupo de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos corrientes totales,Propiedad de inversión,"Propiedades, planta y equipo",Plusvalía,Activos intangibles distintos de la plusvalía,Inversiones contabilizadas utilizando el método de la participación,Activos biológicos no corrientes,Cuentas comerciales por cobrar y otras cuentas por cobrar no corrientes,Inventarios no corrientes,Activos por impuestos diferidos,"Activos por impuestos corrientes, no corriente",Otros activos financieros no corrientes,Otros activos no financieros no corrientes,Activos no corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo la garantía colateral,Total de activos no corrientes,Total de activos,Provisiones corrientes por beneficios a los empleados,Otras provisiones corrientes,Total provisiones corrientes,Cuentas por pagar comerciales y otras cuentas por pagar,"Pasivos por impuestos corrientes, corriente",Otros pasivos financieros corrientes,Otros pasivos no financieros corrientes,Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos corrientes totales,Provisiones no corrientes por beneficios a los empleados,Otras provisiones no corrientes,Total provisiones no corrientes,Cuentas comerciales por pagar y otras cuentas por pagar no corrientes,Pasivo por impuestos diferidos,"Pasivos por impuestos corrientes, no corriente",Otros pasivos financieros no corrientes,Otros pasivos no financieros no corrientes,Total de pasivos no corrientes,Total pasivos,Capital emitido,Prima de emisión,Acciones propias en cartera,Inversión suplementaria al capital asignado,Otras participaciones en el patrimonio,Superavit por revaluación,Otras reservas,Ganancias acumuladas,Total patrimonio atribuible a propietarios de la controladora,Participaciones no controladoras,Patrimonio total,Total de patrimonio y pasivos
34,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",806004274,AXALTA POWDER COATING SYSTEMS ANDINA S.A,2020-12-31,"C2022 - Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas",01. SOCIEDAD ANÓNIMA,ZONA FRANCA MAMONAL KM 13 BODEGA 13,BOLIVAR,CARTAGENA-BOLIVAR,Periodo Actual,1359575,4092932,3911034,684273,,,364930,,10412744,,10412744,,3678278,,,,,,,687982,,,976958,,5343218,15755962,321654,13423,335077,15068825,40524,,360612,15805038,,15805038,,,,,,,5841602,976958,6818560,22623598,1143000,666000,,,,,571500,-9248136,-6867636,,-6867636,15755962
35,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",806004274,AXALTA POWDER COATING SYSTEMS ANDINA S.A,2020-12-31,"C2022 - Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas",01. SOCIEDAD ANÓNIMA,ZONA FRANCA MAMONAL KM 13 BODEGA 13,BOLIVAR,CARTAGENA-BOLIVAR,Periodo Anterior,421296,3809443,3199190,1246848,,,354310,,9031087,,9031087,,3858585,,,,,,,947610,,,1291411,,6097606,15128693,252074,38833,290907,12645685,54536,346573,,13337701,,13337701,,,,,,,5405031,1291411,6696442,20034143,1143000,666000,,,,,571500,-7285950,-4905450,,-4905450,15128693
36,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",811020576,CHOUCAIR CARDENAS TESTING S.A,2020-12-31,"J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",01. SOCIEDAD ANÓNIMA,CR 52 14 30 OF 421 CEOH,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Periodo Actual,9700413,9820605,,,,,,,19521018,,19521018,,175403,,,,,,,52412,,,10897,,238712,19759730,,,,6166934,2020149,17282,189862,8394227,,8394227,,,,,,,,166638,166638,8560865,352722,1399608,,,,204470,1231281,8010784,11198865,,11198865,19759730
37,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",811020576,CHOUCAIR CARDENAS TESTING S.A,2020-12-31,"J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",01. SOCIEDAD ANÓNIMA,CR 52 14 30 OF 421 CEOH,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Periodo Anterior,2787342,9309594,,485090,,150212,,,12732238,,12732238,,214767,,,,,,,,,99634,,,314401,13046639,,,,4239350,449014,,10118,4698482,,4698482,,,,117258,51094,,,,168352,4866834,352722,1399608,,,,319829,1231281,4876365,8179805,,8179805,13046639
38,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830001637,SONDA DE COLOMBIA S.A,2020-12-31,J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas,01. SOCIEDAD ANÓNIMA,AVENIDA CARRERA 45 No. 118 - 68 ,BOGOTA D.C.,BOGOTA D.C.,Periodo Actual,26679729,65812718,9191952,17935953,,4141396,2830903,,126592651,,126592651,,37611198,64003171,,,,8462289,,3573581,,,1951903,,115602142,242194793,12122341,,12122341,36495672,12363666,17443998,9210825,87636502,,87636502,,,,,,,10459547,182791,10642338,98278840,52430198,77892318,,,2312365,,1055450,-503395,133186936,10729017,143915953,242194793
39,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830001637,SONDA DE COLOMBIA S.A,2020-12-31,J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas,01. SOCIEDAD ANÓNIMA,AVENIDA CARRERA 45 No. 118 - 68 ,BOGOTA D.C.,BOGOTA D.C.,Periodo Anterior,15135671,86177413,11770671,20994309,,1052,3696016,,137775132,,137775132,,39637839,64003171,,,,4440204,,,,,636677,31294,108749185,246524317,8075200,,8075200,36502049,4088808,33041013,9254198,90961268,,90961268,,,,,1049079,,17373810,281492,18704381,109665649,52430198,77892318,,,2312365,,1055450,-8037721,125652610,11206058,136858668,246524317
40,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830012157,THOMAS GREG & SONS LIMITED (GUERNSEY) SA,2020-12-31,C1811 - Actividades de impresión,01. SOCIEDAD ANÓNIMA,KR 42 BIS 17 A 75,BOGOTA D.C.,BOGOTA D.C.,Periodo Actual,80939870,124203133,75893796,31666230,,,9758059,,322461088,4405548,326866636,29772153,221777056,,41474397,7475785,,5902158,,14928242,,2610002,,,323939793,650806429,16790927,5778861,22569788,81008986,27186447,151482160,28936989,311184370,,311184370,1051761,,1051761,12625203,30816574,,76342637,17143168,137979343,449163713,29373339,,,,,,78999596,20539706,128912641,72730075,201642716,650806429
41,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830012157,THOMAS GREG & SONS LIMITED (GUERNSEY) SA,2020-12-31,C1811 - Actividades de impresión,01. SOCIEDAD ANÓNIMA,KR 42 BIS 17 A 75,BOGOTA D.C.,BOGOTA D.C.,Periodo Anterior,131749755,155588066,69759650,55860456,,,10449332,,423407259,,423407259,29230360,243625757,,41749334,9151344,,29921997,,14293624,,2610000,,,370582416,793989675,20169958,6345364,26515322,87829295,105969580,102247932,25770751,348332880,,348332880,2178112,,2178112,3711807,31944549,,76484531,24156621,138475620,486808500,29373339,,,,,,53665935,129485256,212524530,94656645,307181175,793989675
42,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830038885,VALOREM SAS,2020-12-31,"G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas o tabaco",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CL 75 5 59,BOGOTA D.C.,BOGOTA D.C.,Periodo Actual,784574761,285227788,843141374,194330424,,26393970,20809379,,2154477696,,2154477696,389702365,3879729319,380208104,316480988,148950379,32781897,14212868,49565865,110137916,,9072890,9301420,,5340144011,7494621707,67139844,32612269,99752113,2002374872,57335945,48743224,38063655,2246269809,,2246269809,13574348,71601203,85175551,3349446817,209550908,,11349136,,3655522412,5901792221,2509107,432245797,2356427,,,404759393,318541019,391230606,1546929495,45899991,1592829486,7494621707
43,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830038885,VALOREM SAS,2020-12-31,"G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas o tabaco",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CL 75 5 59,BOGOTA D.C.,BOGOTA D.C.,Periodo Anterior,401309618,264347301,643366976,113972251,,32895749,21594269,,1477486164,6765221,1484251385,61454054,3747331063,380208104,346034132,144157829,36861733,8094497,87433328,105480718,,27645865,11473794,,4956175117,6440426502,62864948,32547420,95412368,1633276818,45818585,44946491,36931043,1856385305,,1856385305,14101843,81602311,95704154,2561872884,251253884,,88526,,2908919448,4765304753,2489137,373082271,2356427,,,404525816,312173490,568166119,1658080406,17041343,1675121749,6440426502
44,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830094920,KMA CONSTRUCCIONES SA,2020-12-31,F4290 - Construcción de otras obras de ingeniería civil,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CARRERA 2 No 11 41,BOLIVAR,CARTAGENA-BOLIVAR,Periodo Actual,187555060,96288669,7929762,6561633,,21983815,8967633,,329286572,2110871,331397443,51366671,114605457,,1029364,49488256,,176894906,,,,3100614,949139,,397434407,728831850,,3551439,3551439,66777277,22994271,30866142,60900623,185089752,,185089752,,,,6769167,21206464,,19106882,1444243,48526756,233616508,4013714,,,,43654155,11774045,-13837998,431943610,477547526,17667816,495215342,728831850
45,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830094920,KMA CONSTRUCCIONES SA,2020-12-31,F4290 - Construcción de otras obras de ingeniería civil,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CARRERA 2 No 11 41,BOLIVAR,CARTAGENA-BOLIVAR,Periodo Anterior,187584572,92094481,4528547,4817937,,10535744,7481468,,307042749,,307042749,47775601,118214942,,569634,100987778,,125842949,,,,3793456,,,397184360,704227109,,1225591,1225591,70419874,14926267,43104688,48798758,178475178,,178475178,,1874348,1874348,6960899,12889312,,15735023,,37459582,215934760,4013714,,,,43654155,12478349,-2777656,397190461,454559023,33733326,488292349,704227109
46,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830119051,AXESAT S.A,2020-12-31,J6130 - Actividades de telecomunicación satelital,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,KRA 7 N° 71-52 TORREB OF501,BOGOTA D.C.,BOGOTA D.C.,Periodo Actual,9133316,27929443,4860233,8866635,,,1256309,,52045936,,52045936,,48154345,3459343,7038506,,,,,2990184,,2114471,6706580,,70463429,122509365,1762218,,1762218,26717267,8927663,76585,860332,38344065,,38344065,,,,68840863,2818533,,66033,,71725429,110069494,5502370,841267,,,,,2260976,1558923,10163536,2276335,12439871,122509365
47,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830119051,AXESAT S.A,2020-12-31,J6130 - Actividades de telecomunicación satelital,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,KRA 7 N° 71-52 TORREB OF501,BOGOTA D.C.,BOGOTA D.C.,Periodo Anterior,10274515,23824298,4094408,8702096,,544820,2585178,,50025315,,50025315,,45664812,3459343,8012206,,,,,4551251,,674009,7323602,,69685223,119710538,1930481,,1930481,50628308,5742582,4915710,,63217081,,63217081,,,,44886676,2421248,,113618,,47421542,110638623,5502370,841267,,,,,2260976,-1069961,7534652,1537263,9071915,119710538
48,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830121796,"DOMINA S.A., EN REORGANIZACION",2020-12-31,C3110 - Fabricación de muebles,01. SOCIEDAD ANÓNIMA,KR 116 19A 60,BOGOTA D.C.,BOGOTA D.C.,Periodo Actual,4797367,1629521,10878056,,,20603,9741,,17335288,,17335288,6226580,14823761,,28538,0,,,,1750413,,,,,22829292,40164580,775039,154847,929886,2034057,2631466,3138821,6347495,15081725,,15081725,,,,,2035206,,16147007,,18182213,33263938,3946185,,,,644794,4818045,8502,-2516884,6900642,,6900642,40164580
49,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830121796,"DOMINA S.A., EN REORGANIZACION",2020-12-31,C3110 - Fabricación de muebles,01. SOCIEDAD ANÓNIMA,KR 116 19A 60,BOGOTA D.C.,BOGOTA D.C.,Periodo Anterior,2248998,1368034,8997776,894916,,41060,8626,,13559410,,13559410,6226580,13699418,,33730,0,,,,1760144,,,,,21719872,35279282,832708,266038,1098746,1987247,3133587,2782991,3095989,12098560,,12098560,,,,,2119596,,14991661,,17111257,29209817,3946185,,,,635107,4818045,8502,-3338374,6069465,,6069465,35279282
50,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830136799,BIOMAX BIOCOMBUSTIBLES S.A.,2020-12-31,"G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",01. SOCIEDAD ANÓNIMA,CARRERA 14 #99-33 PISO 9,BOGOTA D.C.,BOGOTA D.C.,Periodo Actual,67639848,68742437,90452488,,,15192477,,,242027250,,242027250,12050600,237657959,249793266,11573008,,,4884687,22009244,4162565,,85780896,10601888,,638514113,880541363,3736071,2021945,5758016,73532112,26158089,86443638,2576345,194468200,,194468200,,469019,469019,1734869,17032590,,287302742,5087811,311627031,506095231,15919491,246685925,,,,,8066933,103773783,374446132,,374446132,880541363
51,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830136799,BIOMAX BIOCOMBUSTIBLES S.A.,2020-12-31,"G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",01. SOCIEDAD ANÓNIMA,CARRERA 14 #99-33 PISO 9,BOGOTA D.C.,BOGOTA D.C.,Periodo Anterior,52764780,92005857,131422769,,,4893137,,,281086543,,281086543,12050600,231669456,249714504,13991349,,,9631522,23547817,3151042,,82216885,10278231,,636251406,917337949,3393529,153453,3546982,102405121,34916992,189916919,3969223,334755237,,334755237,,504140,504140,9098748,15414905,,152388529,8241358,185647680,520402917,15919491,246685925,,,,,7965071,126364545,396935032,,396935032,917337949
52,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830513068,SOLUCIONES EN INGENIERIA SOLINGENIA S.A.S.,2020-12-31,F4321 - Instalaciones eléctricas,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CL 8B  65  191 OFC 207,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Periodo Actual,1714069117,1806414452,874054409,480776894,,,1487151665,,6362466537,,6362466537,,2756338825,,,7000000,,,,,,,1309522995,,4072861820,10435328357,156536586,,156536586,2830774750,16617393,152217267,93442644,3249588640,,3249588640,,,,,,,2969748703,602518277,3572266980,6821855620,960920562,25198304,,721965506,,1011326731,64584045,852875989,3636871137,-23398400,3613472737,10435328357
53,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830513068,SOLUCIONES EN INGENIERIA SOLINGENIA S.A.S.,2020-12-31,F4321 - Instalaciones eléctricas,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CL 8B  65  191 OFC 207,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Periodo Anterior,199630585,1576242759,664514534,600323770,,,1251246878,,4291958526,,4291958526,,2739222654,,,7000000,,,,,,,1259502285,,4005724939,8297683465,128249246,,128249246,1591170532,20775366,363534355,259777540,2363507039,,2363507039,,,,,,,1265701793,1420340059,2686041852,5049548891,960920562,25198304,,721965506,,1011326731,64584045,530486822,3314481970,-66347396,3248134574,8297683465
54,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860002518,UNILEVER ANDINA COLOMBIA LTDA,2020-12-31,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",03. SOCIEDAD LIMITADA,AV EL DORADO N. 69B 45 P 7,BOGOTA D.C.,BOGOTA D.C.,Periodo Actual,106308126,185909920,168766852,102429401,,,36868577,,600282876,,600282876,,363326045,,347305190,,,,,,,,17103569,,727734804,1328017680,22038508,,22038508,545688048,,15268517,48060673,631055746,,631055746,15267041,,15267041,,85026613,,,7699281,107992935,739048681,49609035,,93244404,,,,175468353,214273601,346106585,242862414,588968999,1328017680
55,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860002518,UNILEVER ANDINA COLOMBIA LTDA,2020-12-31,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",03. SOCIEDAD LIMITADA,AV EL DORADO N. 69B 45 P 7,BOGOTA D.C.,BOGOTA D.C.,Periodo Anterior,123138615,217220965,143184136,57401604,,,10651082,2517944,554114346,,554114346,,367245602,,351352199,,,,,,,,28602792,,747200593,1301314939,26009139,,26009139,532702252,,1610416,47711432,608033239,,608033239,16221521,,16221521,,85003192,,,20067985,121292698,729325937,49609035,,93244404,,,,175801662,254957641,387123934,184865068,571989002,1301314939
56,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860003829,INVERSIONES HACIENDA CEREZOS S.A,2020-12-31,K6621 - Actividades de agentes y corredores de seguros,01. SOCIEDAD ANÓNIMA,CALLE 13 N 50-69,BOGOTA D.C.,BOGOTA D.C.,Periodo Actual,2940957,2589594,,285240,,191693,10140,,6017624,,6017624,30484382,2156096,,50693,8766958,,,,41944,,,,,41500073,47517697,272748,252851,525599,850976,221471,892979,408285,2899310,,2899310,,,,,602436,,1760563,,2362999,5262309,14000000,,,,,8735600,13408653,5819146,41963399,291989,42255388,47517697
57,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860003829,INVERSIONES HACIENDA CEREZOS S.A,2020-12-31,K6621 - Actividades de agentes y corredores de seguros,01. SOCIEDAD ANÓNIMA,CALLE 13 N 50-69,BOGOTA D.C.,BOGOTA D.C.,Periodo Anterior,2065585,2780178,,25629,,326955,15698,,5214045,,5214045,30687347,2228216,,50577,7628069,,,,58834,,,,,40653043,45867088,267687,313857,581544,655972,269299,825378,382520,2714713,,2714713,,,,,548848,,2383926,,2932774,5647487,14000000,,,,,7596711,13117916,5247282,39961909,257692,40219601,45867088
58,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860020439,MONOMEROS COLOMBO VENEZOLANOS S.A.,2020-12-31,C2012 - Fabricación de abonos y compuestos inorgánicos nitrogenados,01. SOCIEDAD ANÓNIMA,VIA 40 LAS FLORES,ATLANTICO,BARRANQUILLA-ATLANTICO,Periodo Actual,54139781,81964409,235822698,24086763,,,27679248,,423692899,3136102,426829001,8836035,548742781,,296817,,,155215145,,,,528150,,,713618928,1140447929,15446088,,15446088,179540802,,4427878,9368228,208782996,,208782996,18213837,7398118,25611955,68659604,85708580,,145107358,,325087497,533870493,16093437,,,,,116888421,41201559,424758375,598941792,7635644,606577436,1140447929
59,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860020439,MONOMEROS COLOMBO VENEZOLANOS S.A.,2020-12-31,C2012 - Fabricación de abonos y compuestos inorgánicos nitrogenados,01. SOCIEDAD ANÓNIMA,VIA 40 LAS FLORES,ATLANTICO,BARRANQUILLA-ATLANTICO,Periodo Anterior,20157768,215778588,199888161,24010513,,,24784163,,484619193,3734847,488354040,4073160,489918646,,,,,1416446,,,,2581793,,,497990045,986344085,12985773,,12985773,213950418,,102307021,9783900,339027112,,339027112,13900060,1632842,15532902,,66616555,,44048348,2245268,128443073,467470185,16093437,,,,,65060801,55670445,373852012,510676695,8197205,518873900,986344085
60,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860031606,DIANA CORPORACION SAS,2020-12-31,C1051 - Elaboración de productos de molinería,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CR 13 93 24,BOGOTA D.C.,BOGOTA D.C.,Periodo Actual,11747982,229934888,364280521,2316050,,,2423926,,610703367,,610703367,14309900,329211523,,6104643,,,237999,,,,427902,,,350291967,960995334,4405322,,4405322,59343887,12194565,520170890,,596114664,,596114664,,509419,509419,5000000,30051792,,44499697,7600675,87661583,683776247,4600000,34049632,,,,115694912,84685178,38189365,277219087,,277219087,960995334
61,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860031606,DIANA CORPORACION SAS,2020-12-31,C1051 - Elaboración de productos de molinería,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CR 13 93 24,BOGOTA D.C.,BOGOTA D.C.,Periodo Anterior,7840250,196631977,274124151,3969490,,4334472,2685211,,489585551,,489585551,15102983,316289967,,6297513,,,154183,,,,427902,17719503,,355992051,845577602,4039936,,4039936,455790915,9864955,,,469695806,,469695806,,468972,468972,5000000,30450529,,91906358,10134233,137960092,607655898,4600000,34049632,,,,119190812,43598333,36482927,237921704,,237921704,845577602
62,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860045854,ALMACENES MAXIMO S.A.S.,2020-12-31,G4755 - Comercio al por menor de artículos y utensilios de uso doméstico,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CR 106 15 A 25 IN 109 MZ 15,BOGOTA D.C.,BOGOTA D.C.,Periodo Actual,8504441,16855082,67790972,5483074,,,316615,,98950184,,98950184,0,92817751,,154862,,,,,12768973,,30883726,,,136625312,235575496,,,,82820214,61665,8390579,36169845,127442303,,127442303,,,,23979914,,,69571861,3810426,97362201,224804504,7961965,79897982,,,,,8330016,-85418971,10770992,,10770992,235575496
63,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860045854,ALMACENES MAXIMO S.A.S.,2020-12-31,G4755 - Comercio al por menor de artículos y utensilios de uso doméstico,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CR 106 15 A 25 IN 109 MZ 15,BOGOTA D.C.,BOGOTA D.C.,Periodo Anterior,8247409,15980441,79109435,7849025,,,258225,,111444535,,111444535,8647246,121276744,,98435,,,,,12193595,,37078789,,,179294809,290739344,,,,104532805,246273,55005097,40814324,200598499,,200598499,,,,,,,74691690,1692376,76384066,276982565,6961965,65897982,,,,,8330016,-67433184,13756779,,13756779,290739344
64,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860522056,LAMITECH S.A.S.,2020-12-31,C2221 - Fabricación de formas básicas de plástico,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CARRETERA MAMONAL KM 13,BOLIVAR,CARTAGENA-BOLIVAR,Periodo Actual,15927004,35243448,53178224,3603281,,,1782943,,109734900,,109734900,,164662973,,,,,5168860,,,,4615482,,,174447315,284182215,1483501,654703,2138204,28600573,1516677,27735545,3903950,63894949,,63894949,,,,,28984274,,44977488,,73961762,137856711,36784201,26787982,,,,,35373303,44865587,143811073,2514431,146325504,284182215
65,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860522056,LAMITECH S.A.S.,2020-12-31,C2221 - Fabricación de formas básicas de plástico,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CARRETERA MAMONAL KM 13,BOLIVAR,CARTAGENA-BOLIVAR,Periodo Anterior,7653502,39785296,57301776,3686259,,,1533586,,109960419,,109960419,,169216563,,,,,4838979,,,,4702421,,,178757963,288718382,1871124,654703,2525827,41183808,1700786,34742647,3307547,83460615,,83460615,,,,,33584471,,47937129,,81521600,164982215,36603450,8893645,,,,,35325825,39753921,120576841,3159326,123736167,288718382
