,punto de entrada,formulario,NIT,Razón social de la sociedad,Fecha de Corte,Clasificación Industrial Internacional Uniforme Versión 4 A.C,Tipo societario,Dirección de notificación judicial registrada en Cámara de Comercio,Departamento de la dirección del domicilio,Ciudad de la dirección del domicilio,Periodo,Efectivo y equivalentes al efectivo,Cuentas comerciales por cobrar y otras cuentas por cobrar corrientes,Inventarios corrientes,"Activos por impuestos corrientes, corriente",Activos biológicos corrientes,Otros activos financieros corrientes,Otros activos no financieros corrientes,Activos corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo dicha garantía colateral,Total activos corrientes distintos de los activos no corrientes o grupo de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos corrientes totales,Propiedad de inversión,"Propiedades, planta y equipo",Plusvalía,Activos intangibles distintos de la plusvalía,Inversiones contabilizadas utilizando el método de la participación,Activos biológicos no corrientes,Cuentas comerciales por cobrar y otras cuentas por cobrar no corrientes,Inventarios no corrientes,Activos por impuestos diferidos,"Activos por impuestos corrientes, no corriente",Otros activos financieros no corrientes,Otros activos no financieros no corrientes,Activos no corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo la garantía colateral,Total de activos no corrientes,Total de activos,Provisiones corrientes por beneficios a los empleados,Otras provisiones corrientes,Total provisiones corrientes,Cuentas por pagar comerciales y otras cuentas por pagar,"Pasivos por impuestos corrientes, corriente",Otros pasivos financieros corrientes,Otros pasivos no financieros corrientes,Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos corrientes totales,Provisiones no corrientes por beneficios a los empleados,Otras provisiones no corrientes,Total provisiones no corrientes,Cuentas comerciales por pagar y otras cuentas por pagar no corrientes,Pasivo por impuestos diferidos,"Pasivos por impuestos corrientes, no corriente",Otros pasivos financieros no corrientes,Otros pasivos no financieros no corrientes,Total de pasivos no corrientes,Total pasivos,Capital emitido,Prima de emisión,Acciones propias en cartera,Inversión suplementaria al capital asignado,Otras participaciones en el patrimonio,Superavit por revaluación,Otras reservas,Ganancias acumuladas,Total patrimonio atribuible a propietarios de la controladora,Participaciones no controladoras,Patrimonio total,Total de patrimonio y pasivos
33,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",819004200,BANANERA DE EXPORTACION S.A.,2019-12-31,A0122 - Cultivo de plátano y banano,01. SOCIEDAD ANÓNIMA,CRA 1C N°22-58 OF 702,MAGDALENA,SANTA-MARTA-MAGDALENA,Periodo Anterior,,,,,,,,,,,,,33709595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30821027,
34,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",819004712,C.I. TEQUENDAMA S.A.S.,2019-12-31,C1030 - Elaboración de aceites y grasas de origen vegetal y animal,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CRA 1C NRO 22-58 PISO 11 EDIFICIO BAHIA CENTRO,MAGDALENA,SANTA-MARTA-MAGDALENA,Periodo Actual,5896379,193866571,53782991,14358490,,114940,,,268019371,,268019371,,209852327,,1460746,,42661920,126790294,,21430,,117728830,1153908,,499669455,767688826,3886817,,3886817,145615359,4880207,96238491,88914718,339535592,,339535592,,,,50984110,,,204542491,,255526601,595062193,249026,12545420,,,,182742251,124513,-33087290,162573920,10052713,172626633,767688826
35,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",819004712,C.I. TEQUENDAMA S.A.S.,2019-12-31,C1030 - Elaboración de aceites y grasas de origen vegetal y animal,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CRA 1C NRO 22-58 PISO 11 EDIFICIO BAHIA CENTRO,MAGDALENA,SANTA-MARTA-MAGDALENA,Periodo Anterior,5282311,134539659,42092143,17783611,,66428,,,199764152,,199764152,,202340988,,,,42614206,163784505,,21430,,149355934,1217505,,559334568,759098720,3977421,,3977421,119101117,10568596,119601051,62959962,316208147,,316208147,,,,53402920,,,157845179,,211248099,527456246,249026,12545420,,,,176960689,124513,-7226978,182652670,48989804,231642474,759098720
36,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830000324,TELESET SAS,2019-12-31,"J5911 - Actividades de producción de películas cinematográficas, videos, programas, anuncios y comerciales de televisión",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CALLE 79A 8-63,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,8171662,5733353,40958804,46219894,,108153,,,101191866,,101191866,,3609133,,,,,,,473154,,,,,4082287,105274153,0,0,0,54712172,3172750,,,57884922,,57884922,435723,263639,699362,,283957,24552140,,,25535459,83420381,2498970,444880,,,,,1249485,17660437,21853772,,21853772,105274153
37,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830000324,TELESET SAS,2019-12-31,"J5911 - Actividades de producción de películas cinematográficas, videos, programas, anuncios y comerciales de televisión",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CALLE 79A 8-63,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,4795177,29713024,22570066,40252650,,,,,97330917,,97330917,,4704640,,,,,,,108575,,,,,4813215,102144132,,,,12548390,3261334,173459,,15983183,,15983183,784494,1155825,1940319,,171492,68633399,,,70745210,86728393,2498970,444880,,,,,1249485,11222404,15415739,,15415739,102144132
38,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830001114,FEPCO ZONA FRANCA SAS,2019-12-31,C2829 - Fabricación de otros tipos de maquinaria y equipo de uso especial n.c.p.,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,Carrera 106 no 15-25 bodega 51-54,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,24756452,37557115,34037624,26192,,,375034,,96752417,,96752417,,58145288,0,108801,,,,,64010,,,,,58318099,155070516,2058474,1458851,3517325,14586955,859454,5069071,246292,24279097,,24279097,,115025,115025,32888147,5852207,,409638,,39265017,63544114,32482000,,,,,19646407,19584908,19830109,91543424,-17022,91526402,155070516
39,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830001114,FEPCO ZONA FRANCA SAS,2019-12-31,C2829 - Fabricación de otros tipos de maquinaria y equipo de uso especial n.c.p.,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,Carrera 106 no 15-25 bodega 51-54,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,21837266,30253112,28596335,7741,,,323182,,81017636,,81017636,,49628011,0,95995,,,,,,,,,,49724006,130741642,1733890,240025,1973915,18694103,3043986,,1079369,24791373,,24791373,,101644,101644,26512047,4854296,,,,31467987,56259360,32482000,,,,,15758669,8591928,17659784,74492381,-10099,74482282,130741642
40,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830001637,SONDA DE COLOMBIA S.A,2019-12-31,J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas,01. SOCIEDAD ANÓNIMA,AVENIDA CARRERA 45 No. 118 - 68 ,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,15135671,86177413,11770671,20144906,,1052,3696016,,136925729,,136925729,,39637839,64003171,,,,4440204,,,,,636677,31294,108749185,245674914,8075200,,8075200,36502049,3239405,33041013,9254198,90111865,,90111865,,,,,1049079,,17373810,281492,18704381,108816246,52430198,77892318,,,2312365,,1055450,-9222203,124468128,12390540,136858668,245674914
41,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830001637,SONDA DE COLOMBIA S.A,2019-12-31,J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas,01. SOCIEDAD ANÓNIMA,AVENIDA CARRERA 45 No. 118 - 68 ,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,18172161,82976150,11479379,19462342,,,6033182,,138123214,,138123214,,26453432,64003171,,,,16092871,,,,,2099010,301321,108949805,247073019,7475705,645133,8120838,35931708,1556849,29633884,9466644,84709923,,84709923,,,,,808553,,25439744,,26248297,110958220,52430198,77892318,,,2075781,,1055450,-4087470,129366277,6748522,136114799,247073019
42,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830002366,BIMBO DE COLOMBIA S A,2019-12-31,C1081 - Elaboración de productos de panadería,01. SOCIEDAD ANÓNIMA,CALLE 22 A No 68 - 97,CUNDINAMARCA,TENJO-CUNDINAMARCA,Periodo Actual,19016234,46559079,27686294,17859000,,4569031,1329000,,117018638,,117018638,,471682321,,15663189,11350000,,1006921,,5331000,,,52059530,,557092961,674111599,21284116,2927000,24211116,93003164,8576000,,734000,126524280,,126524280,2529319,,2529319,,,,153066420,53790535,209386274,335910554,58415760,149600000,,,,,91517682,38667603,338201045,,338201045,674111599
43,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830002366,BIMBO DE COLOMBIA S A,2019-12-31,C1081 - Elaboración de productos de panadería,01. SOCIEDAD ANÓNIMA,CALLE 22 A No 68 - 97,CUNDINAMARCA,TENJO-CUNDINAMARCA,Periodo Anterior,9713516,43770000,26017000,23077500,,2624451,1473583,,106676050,,106676050,,501683000,,11377000,11350000,,420223,,7684000,,,,,532514223,639190273,18558139,2673000,21231139,79569000,8509427,25400363,1631293,136341222,,136341222,2424566,,2424566,,,,152000000,,154424566,290765788,58415760,149600000,,,,,87357520,53051205,348424485,,348424485,639190273
44,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830004993,CASA TORO AUTOMOTRIZ S.A.,2019-12-31,G4511 - Comercio de vehículos automotores nuevos,01. SOCIEDAD ANÓNIMA,CRA 72 170 97,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,15524,112341,162260,12526,,,35739,,338390,,338390,35548,32425,,,,,1952,,1337,,,207477,,278739,617129,7664,,7664,70776,,86817,30670,195927,,195927,1567,,1567,6417,2337,,157218,,167539,363466,6720,54302,,,2787,,162356,27498,253663,,253663,617129
45,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830004993,CASA TORO AUTOMOTRIZ S.A.,2019-12-31,G4511 - Comercio de vehículos automotores nuevos,01. SOCIEDAD ANÓNIMA,CRA 72 170 97,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,7975,59494,183115,13306,,,21003,,284893,,284893,33975,33942,,,,,12621,,1131,,,185218,,266887,551780,5311,,5311,70879,,51261,28532,155983,,155983,1554,,1554,6531,2335,,155273,,165693,321676,6720,54302,,,,,146413,22669,230104,,230104,551780
46,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830007073,OBCIPOL S A S,2019-12-31,F4290 - Construcción de otras obras de ingeniería civil,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CALLE 37  64  140,SANTANDER,BARRANCABERMEJA-SANTANDER,Periodo Actual,5532743,2677649,729619,1086772,,3537910,824530,,14389223,,14389223,3797325,7239840,,32796,18000,,4363653,,,,,6456114,,21907728,36296951,,,,1684846,309486,56363,562505,2613200,,2613200,,,,,118459,,4026252,,4144711,6757911,2045000,,,,,,36804,27446360,29528164,10876,29539040,36296951
47,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830007073,OBCIPOL S A S,2019-12-31,F4290 - Construcción de otras obras de ingeniería civil,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CALLE 37  64  140,SANTANDER,BARRANCABERMEJA-SANTANDER,Periodo Anterior,2986480,17296110,829294,1046361,,3489422,1116851,,26764518,,26764518,3479833,8488229,,34794,,,2609672,,,,,6469140,,21081668,47846186,,,,2030236,874233,2160574,9923364,14988407,,14988407,,,,13634,229905,,3742331,,3985870,18974277,2045000,,,,,,36804,26781745,28863549,8360,28871909,47846186
48,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830008146,ANIXTER COLOMBIA S.A.S,2019-12-31,"G4652 - Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,AUT MEDELLIN KM 1.8 COSTADO SUR,CUNDINAMARCA,COTA-CUNDINAMARCA,Periodo Actual,11765686,33437969,20824718,12482758,,,,,78511131,1036000,79547131,,1060154,,,,,105133110,,,,,2995454,,109188718,188735849,1853289,,1853289,18089222,1290341,,5087019,26319871,,26319871,,,,142109702,,,,2672068,144781770,171101641,438495,31064790,,,,,-2069981,-11799096,17634208,,17634208,188735849
49,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830008146,ANIXTER COLOMBIA S.A.S,2019-12-31,"G4652 - Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,AUT MEDELLIN KM 1.8 COSTADO SUR,CUNDINAMARCA,COTA-CUNDINAMARCA,Periodo Anterior,10830865,26923901,16693965,7560121,,,,,62008852,2219000,64227852,,420919,,,,,94073033,,,,,29995,,94523947,158751799,1621821,,1621821,12411868,3052079,,3397744,20483512,,20483512,,,,144687222,,,,40525,144727747,165211259,438485,23994000,,,,,-946617,-29945328,-6459460,,-6459460,158751799
50,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830010337,SANOFI - AVENTIS DE COLOMBIA S A,2019-12-31,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",01. SOCIEDAD ANÓNIMA,Tv 23 N 97-73 P 9,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,18248214,277191947,152742956,1808359,,110569,4483,,450106528,,450106528,,48016539,2775699,31094510,,,2681219,,38541889,,8929088,,,132038944,582145472,5347437,9782489,15129926,195365358,59450,0,3704054,214258788,,214258788,5734998,,5734998,,708651,,4847915,,11291564,225550352,65836141,37405562,,,,,104923882,147518842,355684427,910693,356595120,582145472
51,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830010337,SANOFI - AVENTIS DE COLOMBIA S A,2019-12-31,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",01. SOCIEDAD ANÓNIMA,Tv 23 N 97-73 P 9,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,18145590,262267826,179746314,1007499,,104398,,,461271627,,461271627,,46288726,2775699,43545921,,,3108366,,36144435,,336764,,,132199911,593471538,5087503,7053083,12140586,273027863,4747425,451547,,290367421,,290367421,5299222,,5299222,,629094,,,,5928316,296295737,65836141,37405562,,,,,105467086,87586994,296295783,880018,297175801,593471538
52,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830012157,THOMAS GREG & SONS LIMITED (GUERNSEY) SA,2019-12-31,M7020 - Actividades de consultaría de gestión,01. SOCIEDAD ANÓNIMA,KR 42 BIS 17 A 75,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,131749755,155588066,69759650,51563360,0,0,14746428,0,423407259,0,423407259,29230360,194721974,0,41749334,0,0,29921997,0,14293624,0,9151344,51513783,0,370582416,793989675,20169958,0,20169958,87829295,83707815,102247932,48032516,341987516,0,341987516,2178112,6345364,8523476,3711807,31944549,0,76484531,24156621,144820984,486808500,29373339,0,0,0,0,0,71530071,111621120,212524530,94656645,307181175,793989675
53,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830012157,THOMAS GREG & SONS LIMITED (GUERNSEY) SA,2019-12-31,M7020 - Actividades de consultaría de gestión,01. SOCIEDAD ANÓNIMA,KR 42 BIS 17 A 75,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,222940570,165265428,67754335,63326843,0,0,14167416,0,533454592,998305,534452897,27874079,221025295,0,34061897,0,0,36033055,0,9108490,0,9097797,0,0,337200613,871653510,19305712,0,19305712,94351326,144933617,91823529,38983859,389398043,0,389398043,2051721,7695018,9746739,9560102,25150176,0,98489699,0,142946716,532344759,29373339,0,0,0,0,0,19095874,210381894,258851107,80457644,339308751,871653510
54,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830022634,LA RIVIERA S.A.S.,2019-12-31,"G4773 - Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CALLE 81 N 11 94,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,48785581,21997485,55299619,2927120,,,27902,,129037707,,129037707,14292114,265106580,,85002,,,,,4474636,,,791808,,284750140,413787847,,228278,228278,116468871,645512,,1550113,118892774,,118892774,,,,,60420959,,,731808,61152767,180045541,74703271,16601040,,,,,0,142437995,233742306,,233742306,413787847
55,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830022634,LA RIVIERA S.A.S.,2019-12-31,"G4773 - Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CALLE 81 N 11 94,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,38389594,22150639,60263710,2327251,,,56883,,123188077,,123188077,14469932,272852438,,68635,,,,,4320703,,,160000,,291871708,415059785,,353039,353039,102027388,753562,,1589998,104723987,,104723987,,,,,61867103,,,,61867103,166591090,74703271,16601040,,,,,2046913,155117471,248468695,,248468695,415059785
56,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830026818,ANCLA Y VIENTO SAS,2019-12-31,G4631 - Comercio al por mayor de productos alimenticios,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,KR 116 N 22 H 31,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,1234619,16844522,16518304,2009938,1697674,0,2484080,,40789137,,40789137,328287,3081011,,361511,,,,,405725,,83659,,,4260193,45049330,451048,,451048,7133174,2454779,18120921,133893,28293815,,28293815,,,,,,,3076451,8826,3085277,31379092,3465051,,,,,,6517057,3688130,13670238,,13670238,45049330
57,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830026818,ANCLA Y VIENTO SAS,2019-12-31,G4631 - Comercio al por mayor de productos alimenticios,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,KR 116 N 22 H 31,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,2156259,11775623,15706716,1981530,1126356,139061,943690,,33829235,,33829235,378287,2639020,,432171,,,,,203746,,,,,3653224,37482459,418493,,418493,8005316,1993744,12844258,102851,23364662,,23364662,,,,,1306,,3067952,10623,3079881,26444543,3300000,,,,,,5325832,2412084,11037916,,11037916,37482459
58,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830027231,ROCSA COLOMBIA S.A,2019-12-31,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",01. SOCIEDAD ANÓNIMA,PARQ IND LOGIKA II AUTOP MEDELLIN COSTADO SUR KM 5.7 BG 1,CUNDINAMARCA,TENJO-CUNDINAMARCA,Periodo Actual,16307111,61715620,77747650,4361496,,9345717,,,169477594,,169477594,,11336943,,49326105,,,980753,,,,5880606,,,67524407,237002001,,,,78011766,1125567,71844450,1355329,152337112,,152337112,,,,,,6882022,27026918,,33908940,186246052,4708570,31491399,,,375384,,3043288,11137307,50755948,1,50755949,237002001
59,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830027231,ROCSA COLOMBIA S.A,2019-12-31,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",01. SOCIEDAD ANÓNIMA,PARQ IND LOGIKA II AUTOP MEDELLIN COSTADO SUR KM 5.7 BG 1,CUNDINAMARCA,TENJO-CUNDINAMARCA,Periodo Anterior,3681036,69823758,40088643,14411457,,4084536,,,132089430,,132089430,,949976,,50480347,,,952550,,,,753737,,,53136610,185226040,,,,43299808,687334,59285092,1061260,104333494,,104333494,,,,,,7913996,22283263,,30197259,134530753,4708570,31491399,,,428196,,3043288,11023833,50695286,1,50695287,185226040
60,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830027574,TIVIT COLOMBIA TERCERIZACION DE PROCESOS SERVICIOS Y TECNOLOGIA SAS,2019-12-31,J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CR 14 85 68 P 5,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,7814010,25051764,,9326573,,,37099,,42229446,,42229446,,33759601,2195300,3521182,1018448,,,,,,,,,40494531,82723977,3180496,360000,3540496,9412874,6185262,5917853,414825,25471310,,25471310,,,,,1645131,,7077778,2686372,11409281,36880591,18000000,,,,,310434,13915073,13617879,45843386,,45843386,82723977
61,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830027574,TIVIT COLOMBIA TERCERIZACION DE PROCESOS SERVICIOS Y TECNOLOGIA SAS,2019-12-31,J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CR 14 85 68 P 5,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,6615062,17677317,,11496872,,,53281,,35842532,,35842532,,28614312,2195300,4229941,2158624,,,,,,,,,37198177,73040709,2989151,360000,3349151,10603958,3143819,7695591,226819,25019338,,25019338,,,,,1416280,,9866666,,11282946,36302284,18000000,,,,,266994,13915073,4556358,36738425,,36738425,73040709
62,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830031632,INFOMEDIA SERVICE S.A.,2019-12-31,J6190 - Otras actividades de telecomunicaciones,01. SOCIEDAD ANÓNIMA,"KM 1.5 VIA SIBERIA - COTA, PARQUE INDUSTRIAL POTRERO CHICO, PARQUE EMPRESARIAL SAN MIGUEL BOD 2A",CUNDINAMARCA,COTA-CUNDINAMARCA,Periodo Actual,777472,11400597,6642208,1319363,,87878,8157,,20235675,,20235675,,17919202,,5300876,,,,,191063,,,,,23411141,43646816,390662,,390662,5868602,2573541,1252093,4227,10089125,,10089125,,,,,2002722,,19889954,,21892676,31981801,2584520,,,,,6864106,493293,1723096,11665015,,11665015,43646816
63,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830031632,INFOMEDIA SERVICE S.A.,2019-12-31,J6190 - Otras actividades de telecomunicaciones,01. SOCIEDAD ANÓNIMA,"KM 1.5 VIA SIBERIA - COTA, PARQUE INDUSTRIAL POTRERO CHICO, PARQUE EMPRESARIAL SAN MIGUEL BOD 2A",CUNDINAMARCA,COTA-CUNDINAMARCA,Periodo Anterior,1802509,4817645,3506761,2793270,,298724,385976,,13604885,,13604885,,22534022,,4276900,,,,,501669,,,,,27312591,40917476,322034,,322034,9769721,591355,1104654,138949,11926713,,11926713,,,,,2798744,,16898576,,19697320,31624033,2584520,,,,,5082103,431739,1195081,9293443,,9293443,40917476
64,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830034723,MERCANTIL COLPATRIA S.A.,2019-12-31,"K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",01. SOCIEDAD ANÓNIMA,CARRERA 7 24 89 PISO 33,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,902194442,505466370,1062579196,,,34869724,7469371,,2512579103,148572001,2661151104,84446242,91873241,,13828689,3182282600,,140246831,,7989531,,2194214572,,,5714881706,8376032810,9800251,54459371,64259622,317682776,51809835,1050226534,148295308,1632274075,,1632274075,928787,,928787,20026756,48139777,,253720178,221057496,543872994,2176147069,19414801,35836843,,,3678005938,,2075015788,388204344,6196477714,3408027,6199885741,8376032810
65,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830034723,MERCANTIL COLPATRIA S.A.,2019-12-31,"K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",01. SOCIEDAD ANÓNIMA,CARRERA 7 24 89 PISO 33,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,411528176,544423588,1251486992,,,53629862,14942439,,2276011057,0,2276011057,33672747,95403026,,11703662,3390296894,,78975316,,6220018,,1836873763,,,5453145426,7729156483,9507351,27768832,37276183,322337872,34070305,482086072,107587933,983358365,,983358365,886497,,886497,13016314,49661083,,665172005,244331865,973067764,1956426129,19414801,35836843,,,3296846699,,2204165834,212088385,5768352562,4377792,5772730354,7729156483
